distance_miles,diesel_price,month,dow,total_rate
1737.9892095399412,5.255993845183886,2,2,3213.0007854947503
435.40596066234355,3.24602398610852,11,1,740.0985248450917
579.7796859402599,5.159673740998835,2,0,1023.6247389140399
117.66944740241323,2.792634120318948,11,1,167.56937248285837
1988.618506005132,4.445344511762939,10,4,3219.172188253454
1695.6420558208772,4.848514465167353,2,5,3648.89856264254
1792.3969087032042,4.343818657757279,9,4,3433.3539591977215
1973.749674452723,3.986604412457629,2,5,4157.725006534831
1201.397861292016,4.352041299777058,7,5,2237.2587892460742
1464.978870286945,2.9549911263383337,12,2,1895.87005866279
435.51279550637787,3.146712130990655,3,6,860.6273642746238
374.8721764863363,3.3096980318690257,3,1,808.1465790555612
1704.167108297132,4.293338021890114,6,4,3678.221548490835
1230.630894743518,3.8257032212352113,5,0,2535.983136353746
1456.5666555548532,3.2334275274575184,1,5,2323.10341303546
1935.9972577984613,5.148427996433741,6,0,3841.5778479413148
1623.323968001418,3.62176552087967,4,1,3706.80568385254
1428.59056157919,3.8380951576896734,2,2,2447.1621480299855
1442.0971857889924,3.7291032296469835,4,4,2643.400440635167
829.4802353502693,3.045828865830258,1,0,1572.666008077994
173.96280296305457,4.6948810462907,11,1,293.75040066204957
1148.1217341576696,3.845374786806574,12,2,1797.4389227917795
615.0032147668701,2.5487713296781553,5,5,1280.2641850653883
1080.4687449391267,5.392041107079391,11,6,2037.8638646170175
2148.1673758435986,4.947290834786241,6,4,4263.457829776031
661.4547660768178,4.67067806227541,11,3,1044.5552370849641
239.92658005375844,5.107275611555587,3,2,584.8552364611892
775.3213408527916,5.2204217608166505,4,5,1679.0193200611468
804.6250186400407,3.512469119153316,9,0,1492.4615825948456
1688.5996353445482,4.332876035250096,3,0,3681.8735155648646
1436.877165619068,4.326423427616783,10,1,2322.342480084276
1981.3557018553925,3.301899006431791,6,1,3551.101060090825
1694.3524967857302,3.1658567543412017,5,3,3620.024295040599
1075.3284674561692,2.8417217644570663,6,6,2193.947922529765
2053.6489231984833,4.477942587749358,10,4,2929.483851392713
500.7350077784894,4.84275697309234,1,2,1009.853689826789
154.50897552126514,4.782858938551011,10,1,265.3344138801143
316.1148658615402,3.448826131554923,10,4,461.6528468887839
1833.6624414314806,3.115779551395607,10,1,2979.118498054918
1208.5053526033298,3.860842535363866,12,6,1863.3225239534415
487.0522696806443,4.1404403807215315,10,3,783.0199706971832
1302.5074602480724,5.257261383905667,7,3,2417.395335599078
465.5490465116042,5.124469462822162,6,6,924.3944679324618
1771.1689001865666,5.248174993905483,5,2,3781.6580315963006
1170.7750613776736,5.050787155407939,10,3,1881.7116447280835
1014.450942631558,5.393743613308934,5,3,2432.284190692069
823.6290139549037,3.8964999915071723,7,1,1576.1314722907782
1612.6782234853322,2.642420492299283,2,0,3336.85477118632
968.350265328137,2.7506860964454347,4,1,1814.2656883648247
310.3598063586424,3.6708284253170294,4,0,594.7960750958114
383.21416508923676,3.2730612738189917,6,4,816.2207936364447
2408.554394918835,3.009821774083202,7,0,4008.492569771492
2280.5936576982567,5.359611323525946,9,2,4075.9409554615436
1779.2971211457989,3.086258765231867,6,6,3477.7505999216783
738.087907502847,5.378137816945693,2,3,1403.5078125818181
2426.0233056345373,4.782516520963621,7,4,4936.826069486579
1969.002169517907,4.42283701637567,1,4,3898.2024596967467
1820.5364539815894,4.528056880268135,11,2,3510.7528631368964
1178.4676051450929,3.494422970977372,10,4,2065.8593011020366
753.3797484283816,4.439281114174847,3,1,1697.3222710055975
331.3383091683983,3.0600763548437957,4,4,634.5278100395681
2266.24575170522,5.313116297607938,1,4,4196.885622015735
1193.8630956006666,3.4053800198817807,5,6,2700.6388471657997
585.6720755085528,3.2655595368806267,1,6,906.3577641816803
834.295897961566,4.633488394582472,12,0,1337.9640322091202
1490.1269654605503,4.469346154198545,2,2,3094.323973075311
524.2546790541561,3.8538967550299157,8,3,1041.8870248798305
2155.874281821701,4.397338704072359,7,2,4135.325819768927
1920.4468716045042,2.9784792152825683,3,4,3935.2098593962605
1826.7110942822483,4.5199849222058655,10,5,2580.098324701939
1137.0232954602488,3.3118320855855816,2,1,2041.3100028249328
1605.5412176858636,3.318507930029372,11,6,2161.774256063735
1501.8351253905653,2.9865398048313536,9,6,2574.562535517562
1659.6318437315679,3.497131405108494,8,6,2452.343018811329
302.66637073573384,3.493753180933984,11,0,439.43283432382185
1097.9377652094631,3.862537035106808,5,2,2275.346154052308
199.87401726854193,3.0712585139990485,4,0,418.15884787297915
1285.5779661868455,3.079022608476299,2,0,2342.2615493286585
891.6669095986847,4.125215714989685,12,0,1653.9720042348888
446.85805327851256,2.8866322140114256,5,3,880.2675104974085
348.16712253412396,4.566691023966506,10,0,586.2048630402493
1510.346973226509,5.331841377587789,4,2,3046.818008898519
509.42312448852664,3.780386864993135,12,6,927.8482322180475
2320.2882841043133,5.203315939452031,11,6,4389.197060213891
1494.5467352809478,2.7949497733775934,4,6,3043.716367206446
932.487530883609,2.6288728821269336,6,0,1720.7580473598953
1518.1971795554002,4.66410663254152,10,4,2352.4383464968564
154.729290471274,4.783064718944489,3,4,340.22707829669054
2400.542111779469,5.029174722897254,1,0,4687.563331874218
1257.5282486629606,2.6704530351999445,4,6,2284.097874812911
1978.564545400687,4.830721164870491,8,2,3546.029152523356
298.55199981385255,3.6296161983897455,2,6,537.4148338989745
1267.9799940115847,3.410012898046596,5,0,2636.6795927005664
1277.6967864508501,3.0190717640298907,12,4,1854.6977652906987
2350.783491939959,5.488047265307581,1,0,4348.4366044874505
1472.147325702581,2.690990767956591,1,6,2458.1667900825614
1236.3745625366892,4.981024043823998,6,4,2828.2935457499157
740.7415914205446,4.4184833064715825,1,0,1518.5131609306911
895.7655936221253,4.705241332785602,1,1,1499.8681298878637
1349.6137659316908,4.6351513597653895,3,2,3079.7274759468114
1153.3875047321121,5.075303455219547,2,0,2604.1412552271863
151.86899171279302,3.051376209568325,10,0,213.1515636203916
2083.100618066459,2.5024738505040562,2,6,2931.008005311364
2250.7858524154403,4.295585467129799,7,6,4206.100474855451
436.59781359666584,3.5615759179700017,9,3,793.7799769375613
1429.6867444937186,2.871361993351413,8,6,2700.633489477214
360.5817787250645,3.0584162623127167,8,4,554.3676053168335
1713.376223295548,3.495247937377669,5,0,3800.5513040734945
774.96108121362,2.71070011266011,11,5,959.2709405954448
1682.6143232605643,2.670739606385353,1,0,2796.280155091046
1844.7870742885182,5.248078764497333,2,5,3709.8053194378354
1944.753980602377,3.4363082480610885,11,2,3522.2380460005156
358.57827029415176,5.446692092420755,1,0,785.0764927423247
2298.428428330259,5.3931010249912,3,1,5297.240769060004
652.5135781477139,2.9277138469813413,3,4,1103.477004797069
189.79013482283148,4.644772908688573,1,5,387.90639050112827
1431.6459265395602,4.302414667381208,2,3,2935.747217720901
990.213481269853,4.571941219315461,7,1,1640.2975081353986
2091.4953835177917,2.7885730000434243,8,6,2786.629726543186
2039.8035329543243,3.065680235903674,1,5,3900.647793537196
861.1333427745168,2.7299159843526444,12,2,1386.2758120337771
2386.958548167388,4.312402615651213,2,3,4254.813192443973
798.2028115362847,5.459773227547274,9,6,1430.295488697226
1336.1371101561149,4.515953612973824,10,2,2359.6742373716475
714.3162173622466,4.632284605065789,7,0,1357.7728313480495
2346.504568117512,5.4537551246298435,6,1,4370.004253164602
495.05876219684353,4.5340346625153884,2,4,1129.4306121713757
207.78548654158956,2.620544717885411,3,6,417.84735319647297
1144.232944007291,5.101016802569793,11,5,1991.0171306892532
2481.701353734009,3.594034871136389,5,4,4769.428530303388
2240.0254390117934,2.513090864544146,1,2,3931.7647696540416
1896.659246696678,4.021702532682462,9,3,2887.3306397949586
2237.90197810846,5.311045002628791,9,0,4157.881521421302
2244.271935274872,3.2719920615849496,1,2,3540.539482563308
1345.2600649274777,3.9745395191585198,1,4,2471.0729935349336
858.2297243939032,3.021330663347172,2,6,1428.483893114475
1952.8298370663713,2.6730780149993203,1,6,3026.095750040881
1687.9870316026265,2.74163484013934,8,5,3181.5410857198144
996.7785492969042,4.681032717884066,2,0,2016.3756716355037
326.72000334763663,5.092223412226447,8,5,618.2758505295643
1892.2950672376624,2.929896517757473,3,1,3012.968983064878
729.9052382148752,3.364955703431406,12,4,1173.4106444838721
2348.35156128107,3.085088402934482,9,6,3934.426621224167
678.3293800136435,2.580567330779284,5,6,1278.7181886704475
394.61903778756647,4.160294109660951,6,4,645.6860908504284
2094.6704130997746,4.599766510412943,1,2,4065.8544304654993
467.8823598987857,4.443632442655211,1,3,912.0651049394475
530.2439395785738,3.6641606419067427,7,4,1065.2496627011917
1538.5186996500245,4.165030737819716,1,3,2720.4370826059253
2198.948898009915,2.782297919908674,8,2,2870.745365565186
571.4431977149758,2.9629111561680532,5,2,998.8877095616128
844.7768149602274,5.29538385865895,2,4,1616.8652729375258
1965.7716117788261,4.784523243459691,7,0,4008.127043580996
2432.3834225463215,5.268217287475502,7,6,3817.1666461792292
1301.7788468856215,5.250040853498102,9,0,2260.8126604878253
445.35400612300185,4.448177851323222,3,6,1012.1930764102392
133.4470904996837,5.2847159443364955,7,0,264.16565024051357
651.1744719972526,3.7501123092473896,11,3,1173.0309973684318
416.3733226876505,2.510848734354823,4,2,676.5748429200795
1726.380816670858,2.687713347538478,11,4,2295.435543674232
392.3980111084747,2.8284619771024455,9,3,705.674332686579
1315.191835889519,2.7860603595485807,6,6,2407.088616661609
1766.2298455429275,3.55510717255079,11,0,2940.136950391694
1494.6798621301657,4.6038124213280724,12,6,2461.94587578345
579.4615639841383,4.871946419801485,3,4,1228.5036432586608
2029.8988628374304,4.270639823033874,12,5,3270.8169359647695
1816.977111077924,2.9393085236709386,1,0,3492.1599079750763
1873.5616093973001,4.7437048064445255,2,0,4552.311821774119
414.5386037375518,3.5644057574127967,1,2,778.9311913043051
397.0091287608271,2.538980046015389,5,2,697.2345552766026
2326.150122415618,3.341765861598248,12,5,3058.6990097454936
1054.1876651798575,3.4918016624229335,8,6,1535.4786679561307
822.2768602742553,3.322736605654309,8,2,1584.025305957875
1272.60170884368,4.935610459562756,2,5,2400.585368971053
1690.8741106325979,4.779779192782271,7,0,3165.9126844643747
2393.495816912728,4.586656091237924,5,5,5199.2947344800605
787.470944516932,2.917015235536796,6,0,1615.2053332630521
2319.540230348865,4.923501729118846,4,4,4886.452820279961
159.66277932701516,4.531527884989972,3,2,320.4864067310518
1432.4753015843792,3.0845130594441756,12,2,2408.38046472631
1621.5402680346042,4.444281790844549,7,1,2919.2305782716426
354.1537690018079,3.950534923011043,5,2,679.5385405823324
436.8150329533903,3.818050185568675,1,6,827.1472836121145
1105.8743663591292,2.8363694904171664,10,5,1756.2025672479942
2418.956589143636,4.054912827535496,6,2,5486.2096130040545
1530.5021277624949,2.799795426917091,5,2,2977.787010809294
2339.255731840507,2.9927601617628,9,3,4141.549583561211
2030.4661974711298,2.897638942824288,2,4,3382.8771169890383
1221.7158437326996,5.362324837210023,7,1,2522.8506419507567
1983.4322782052498,3.35459407133167,11,5,3019.551287114978
142.80828154477058,3.565612970788023,6,6,279.3626102025693
361.94559223776383,3.466241818888108,1,5,687.660927139287
2090.628675718567,5.1947513355344315,3,3,4489.6606425563305
2012.3610119803882,4.188897734004666,1,2,4487.542179434977
658.3377807194408,5.257479696799935,7,2,1441.7234884361358
1373.8470174377285,3.3997747174836865,5,5,2914.7275476810073
1554.4379696800263,2.8445040232958467,2,3,3009.1056615716184
2182.5734890624267,4.168655358172524,9,0,4299.002692848591
1547.4571776129417,3.5366109753700528,3,4,2699.2563815429294
1090.1717662568328,4.905720500472245,5,0,2522.846052735015
998.0417041772384,5.138270226734976,12,6,1713.5867306368518
1122.1170072964237,3.9177205327212152,1,2,1971.6955660317835
1664.634461391938,5.414077072256525,3,2,3742.2273453145476
2181.97751620558,4.159039019033218,4,0,4882.12519854
1189.3525169831194,3.3127611801589376,7,1,1912.7638438405459
694.8149510832595,3.9669265460328234,3,6,1340.811646558036
667.9896711941948,2.611930877208783,12,3,1095.6789051717817
1890.4342725842714,4.912003480789203,1,6,3616.8647655827012
2059.765032217385,2.8043051525632627,12,6,3649.9320591252645
352.6673916498999,3.426245465509015,7,0,813.9611675737591
259.74125669242756,4.19594964101483,1,2,501.9481786500039
1526.6407930154844,2.6289253769406966,2,5,2577.363072193618
450.81578606247587,2.7379506975443446,2,3,728.296767519029
2079.1940570952193,4.588349072839039,4,3,4264.282114094533
844.8032174177787,2.715331279182306,4,3,1480.6434785582019
445.2926391307424,3.9312485987421297,8,4,810.9229085648893
2310.3291339698803,3.516086900262251,4,6,4735.187762189543
497.2761345646676,3.1842382238692495,9,6,768.6887507456188
783.3281976110453,3.0663366935909964,4,4,1746.8534396830732
468.6721484609407,4.7902338811977385,4,4,942.7849380374473
377.1761527968519,5.354626579450848,4,2,816.9991009229551
150.75523920745607,2.9205392266099954,4,0,303.339699493655
232.94898199422425,5.379043657522381,11,4,454.14685997953336
519.1395302460464,4.284287510425311,3,0,1159.1045972377458
228.11663830522093,4.424981216089771,4,4,489.54341689745786
1518.745158666331,4.6297791344277455,12,3,2999.4699339184012
1733.7148643188154,4.612356671063743,8,5,2974.8946123809646
1044.7130963968677,4.9594333245570645,3,6,2352.881171000017
863.1786326849186,3.9504059540430925,11,3,1571.817876248338
1310.8629688533522,4.100075762544103,3,4,2946.8487388214394
2200.0118613630607,3.471481007390248,2,3,3600.8476492403734
2142.7159043732945,2.8157727813493514,6,2,3604.2167286901044
204.34014883070066,4.4939205727786575,9,0,379.7398119022842
535.5961830316578,2.6008299075587527,3,0,782.2252906865684
668.1876906505504,3.326905153250105,10,5,1121.3675430791104
698.5301819973084,2.7826895933383007,2,6,1378.6562389132762
1470.9583641826546,3.072181471968154,10,0,2199.1416594876073
1099.0298216876615,4.416192738692143,2,2,2111.974547057276
218.20988782622555,4.385429890614755,6,4,397.54558298033794
996.6739323029718,3.763164738987136,8,4,1651.2580577812141
1357.0070769223294,2.7705159294684734,4,5,2477.720515768069
344.01256696891835,3.800121749378225,8,4,562.8339296413151
2100.3005290925435,3.55823461557488,9,0,3231.9064038614915
224.7084795162502,4.661377458567849,8,1,399.9092184713296
2319.620485643349,4.2370798245971555,5,3,4624.187112918224
337.8715397917012,3.974697302010997,10,0,656.7690728322642
2124.579883834607,3.9609462469149856,9,2,3456.883467045131
2266.367545426281,5.398890661781256,4,2,5077.797630552485
2450.9696334078226,4.768882665110351,9,6,4101.654550899078
2024.8621126566245,3.9909386813803835,12,2,3377.8745882789153
1970.7460978511895,3.9376678386669326,10,6,2766.404337208266
1641.9598623893144,2.57943730391489,9,4,2174.491002597071
1969.5912509875095,5.3275277899594204,10,4,3158.097286009192
422.925300191553,3.4575219153019887,10,5,695.1756370530649
1386.5632862743296,3.2678172456422314,4,5,2933.809769715322
1334.1348884569948,5.498226776163014,9,1,2079.4270296789737
2158.173145894138,4.656069014513573,3,2,4314.494158992217
1210.718477424438,2.642091319897864,5,3,2006.9237433146563
1024.2147906408484,2.6856564310767292,12,6,1631.5698565443013
1634.9518509690643,2.5765046918805936,4,0,3334.9436236908136
739.5119620020306,4.298856698538607,11,3,1220.2320345760556
435.4441862894965,2.7146935001858554,6,1,783.9803629640434
1246.90545765699,5.300165070534792,3,1,2954.8856627376954
1100.534484627724,5.310719620068034,2,5,2364.840275938533
658.1678572692969,4.138162200244239,7,1,1151.6637236666172
982.0283442763073,4.349916794187853,6,5,1967.0799180643762
979.3418795829938,3.3756832045757497,7,6,1629.0725081988717
885.9893545901091,2.6919176272248198,1,5,1579.0669883332316
1010.7137913446295,4.712381335575446,4,1,2214.133275991459
1745.784029094269,2.8053579662470525,1,0,2663.126919970613
812.5035389710847,2.7566729230551794,4,3,1563.6682885145708
2377.259024116817,3.4336693276126713,12,3,4008.2075249516056
2299.235246891627,2.5373969795136464,2,5,4301.014503775682
1254.1850279201885,3.802106847268948,9,2,2253.032843306898
888.0668920112531,4.62304273024023,1,1,1761.855190228324
1385.0434955920075,4.904046794265817,7,6,2624.554482755278
2136.545173056699,4.312921911396764,12,6,4117.607725226182
1666.2096173442449,5.040622609341738,5,4,3319.6387410097573
2030.5403870729858,3.719506611301331,3,4,3617.7283580874832
1378.5334625577764,5.04631625518143,7,6,2033.803660180607
1619.0023102422897,4.019419931495138,4,3,3281.094447442394
791.5734740379081,3.169108383994886,11,1,1179.9668398060767
1863.743589544698,5.332436939981398,11,4,3487.349265894865
585.771023501724,3.3249126215113494,8,3,818.721961237892
1767.5155091643958,2.578604452563379,8,5,2696.1516143680274
2165.725763982146,3.2280221288650806,8,5,3800.204603221654
417.0468095237054,3.600062683772283,9,3,625.061294350358
1574.5113773006076,3.554049049867792,6,2,3081.419002752008
328.2297957518431,4.074002528330715,12,2,551.746688444728
1841.7175078514244,5.149380646107771,5,4,3923.1998312835694
302.78372517644857,3.3770146813290975,1,4,568.3175337624112
2346.2555744815027,4.062311823877507,9,3,4313.347801443863
429.7790320907252,3.520416861065438,8,3,741.7184399118745
2401.312590181793,4.965319178119602,12,6,4147.316045916455
2022.122022604232,2.972804539865435,5,1,3700.2680478887514
1524.8368107192498,2.8105308049301754,6,1,2917.240079029947
1978.2978511109125,4.008985759712806,7,5,3358.5771100217885
2008.275613559406,4.515662757296476,5,6,4095.9519308558133
2370.4649507615927,4.886575603272299,10,4,3998.7591089228918
708.1200492140492,4.268874558715949,6,2,1384.5358368384752
1516.1821488599421,4.821549283957002,10,2,2407.0105070381705
328.1180741545629,3.6781301756827713,6,3,535.131709679089
1578.797680057891,2.598603010799407,3,0,3056.6311525477977
511.09912982269316,2.8482979237046697,12,3,916.251507144442
1455.8814675338604,2.6161678036869884,7,1,2100.532003978785
1473.8332336812393,3.4868309514294777,9,1,2502.939490868564
1218.3643671549455,3.986474023806047,8,3,2337.6665363531342
1354.3162612314948,3.5689524509708184,5,6,2780.091151754404
1933.416136015811,4.181798425199177,12,1,3310.531072854776
2018.1873196289598,3.941827445478363,5,6,3758.609903272116
1281.16771738103,4.533828405591821,12,3,2332.1869918461657
1539.0242596542696,4.500886490690219,6,6,3127.6987352432607
2334.9669656562446,3.4541924413260383,1,2,4225.8007305947485
387.36061240269476,3.5386433660832743,1,6,688.2794350243914
381.0485581602652,4.25544346492391,12,4,617.058363776729
310.5016285858442,4.289297403672525,7,4,603.0975548077441
1678.8718840972667,3.4440997409113994,5,3,3392.057576696006
1104.6599218969106,3.4909536573262754,10,3,1821.9257145899176
1958.3713987404237,4.582135039558441,8,3,3582.746228387927
1710.9553919406221,4.442232468628209,8,5,3509.853048692163
900.7306199877715,2.905152414039324,9,5,1347.6059431289284
2256.0797136676856,3.8231256390261805,3,0,4925.497486719704
1930.0771529695655,5.178118236131771,2,4,3775.4214955392767
749.2838581844217,2.6089170283134258,9,5,1295.561783767077
974.0608426529296,5.065491839452641,1,5,2086.004202075461
854.6559524902309,2.9895344711924308,9,3,1327.7353327970086
478.26795669999916,4.021745897385148,2,2,1049.2853552131735
454.68009410125995,3.7730092867690344,4,4,945.9102861907347
2346.7059121017855,2.5303880120243765,9,4,3341.616403056893
1150.9696892770078,5.246190811268896,8,2,2094.49393985505
1019.9675746657836,3.864775682002917,10,2,1859.1399373536942
1851.245700825707,5.362804830281845,8,2,3749.561478737905
1427.18335660696,3.3602317029376536,1,0,2322.4798954377193
2346.7359684123094,5.098827320247917,11,0,4151.993851297186
1972.7235853825412,5.2671687219868915,3,0,4297.448175102433
1250.486953898897,4.1704972491123415,2,2,2356.2444519893847
1003.2627363539829,3.1080333636031527,11,3,1968.3846869157971
2467.915707818373,4.55574229631716,3,2,5196.570067294021
1822.6245664087444,4.14693419958838,7,6,3381.736973391199
2382.867184009219,5.333588997557878,6,1,5388.030859318588
384.34858532089925,3.8178161854314756,10,2,612.5830105151947
2141.280830057878,3.3055409429194658,1,1,4136.244163531296
1628.9773215788982,2.9148610044823213,2,2,2571.1786940187244
392.6120280042702,4.595900706060038,5,4,787.9398770260717
1511.8191999261296,5.422328856941746,6,2,3400.391443769115
1746.6312762530772,2.5850313117141956,10,2,3097.095971334765
129.5264461326468,4.7213360643343805,8,4,221.4944414544867
1190.3631084201918,5.280791087679,2,5,2313.4823891203846
2080.958826871171,2.724344602682048,12,1,3582.2243328204836
808.8616608258156,2.8305101353183995,6,0,1396.2962125072008
1200.5153963165226,4.575871295349126,12,1,2127.2185440744106
1161.5539049629438,4.443890127687365,12,4,2243.1119593572894
824.6257394619798,2.706482245948737,1,6,1351.5887149820408
2304.26054923733,5.003268256453469,7,1,3814.7332091960243
1975.105685035638,4.070271543534677,6,0,3465.749244499058
365.41218639066517,5.221592120009838,6,3,757.2292438978865
2492.883178810175,5.133972642978113,4,6,4687.177581563891
2210.0800583385885,4.937523307150498,7,3,4197.336017603027
781.3802508736935,4.047696688733264,6,6,1358.5808998705463
2108.5517911862516,3.2551319252482966,3,4,4586.665230336025
355.4068764913189,4.017926511733398,4,0,839.3798112840012
2497.8513531381727,2.80243413340534,2,2,4141.502534238813
1697.6433666556886,4.476538445420278,11,5,3007.9286606088367
1660.3000373411128,2.901931657687023,9,3,2399.84326093789
317.05774476191857,4.0335188875021695,5,1,623.7982815628468
2252.880157351901,2.6631459225004535,5,1,4810.9629351897875
169.59880769072663,3.3985374708239378,1,4,291.68458825735405
677.9873392987529,3.1962413820093634,4,3,1290.6715704251853
443.25250039992403,4.360094628135012,12,4,731.512721501684
1964.2430576613244,4.860360136067526,1,2,4140.554478285873
575.6901453109549,2.6719088636215784,2,2,756.2037921166335
2285.5317451141245,5.050851055466152,11,4,3929.6293956919344
1675.0456943859763,5.082303084863813,7,0,3268.5960511841668
186.79050518727092,3.5268072228640683,1,3,318.2011975456267
113.0316019088811,4.477012197910966,6,2,239.8664090673074
223.9790008345574,3.707839095110349,9,5,412.88367183919206
1554.2204263545464,2.9625726465688946,5,5,2619.920857421461
2023.5563460625967,4.085987255689331,5,2,4722.1328334604705
672.5267695057323,2.75907902350479,8,1,959.106353833624
2138.581223015375,5.135416466187964,8,1,4402.609838149286
237.35665636782494,5.272869278228826,11,1,434.01210812421505
2022.313248740023,4.964839411034211,3,1,4124.506314921897
2326.709032413473,4.187584362267936,4,5,4639.991186337314
1953.0601578505134,4.1727957733763645,2,0,3819.436938936832
1775.4898815487293,5.45382212980279,8,0,3421.148453251332
2111.1525247729196,3.2437050694935485,7,3,3454.5788483169185
196.3631189129594,2.7278450977156226,5,1,360.69765198783887
584.2770657257329,4.185822770803533,9,5,929.6767659939838
399.8168303335434,3.4863567934303097,5,5,708.5332645833521
1310.8743764631677,3.4670163184241325,3,5,2398.5118306814434
1888.451507989227,2.521256062509844,7,3,2888.6309685222895
1612.028426983357,4.288718228643799,6,3,3078.6392791076078
2142.714639428644,3.292101106826842,5,2,4281.498387331848
472.5111818586181,3.063575644578043,6,1,879.9490667929755
1863.0906206443879,2.6212957941790114,11,3,3465.360710845635
563.2995780853698,3.5930847294268338,3,6,920.674422814826
749.8210031627206,5.136906617159372,4,1,1672.4464091728344
1803.7712734751294,3.510012422792117,7,0,3250.331400589126
2452.4914837568363,4.537222630358781,1,3,4968.926322766824
1567.704654344967,4.7696408902057215,2,2,3340.436974989865
230.80075597910943,3.484302427570599,7,5,409.3670265047955
1579.1415278260788,4.964922205036124,7,5,3114.6828210501258
201.64132379240104,4.575638979000847,8,6,342.90625894869936
2221.949707280361,4.177726686102854,2,2,4562.136688572694
1802.9878842414896,2.5029773921518865,11,6,2291.987456940355
515.5068314140077,2.6052722977684244,6,0,985.9467962751331
320.13041397807535,5.47259753231819,2,2,670.2399925605528
540.4797493127655,4.846851770510678,4,1,1110.7369002248463
2452.065230930062,5.312695776318841,3,6,5193.406914438814
1200.5455419003756,5.206909614754083,6,4,2455.5311112174395
1981.7942760193791,2.5613289494282525,6,2,3935.913000609168
1627.3800210586644,4.8755418693732215,6,1,4100.112270085944
1473.7915599007297,3.853437232033464,6,5,3109.835091932864
448.3126111961193,4.868674612001967,11,4,755.1068066717918
2370.4586885394283,2.5201473524901554,12,5,4056.7586059226933
823.222318035323,3.364597903601693,6,3,1627.3311877144506
1487.2413179381012,4.753971327373907,12,1,2513.9630729607225
1779.4622670137587,4.879062365804769,10,2,2767.056206152787
1658.1595725887414,4.359143803643872,10,4,2798.692802888724
2357.4265832692445,3.4037685683387915,3,1,4871.820485503
456.2535758081392,3.431087773863589,6,0,748.7089132287202
1320.046572272661,5.400291890926098,5,5,2711.6873120775963
1069.6825377778384,3.8176365377026134,2,3,2149.259203463239
1238.0049507582835,3.8413766507315112,1,2,2278.419615701675
386.1220628745871,4.156998250722099,8,3,766.3966457006376
421.8270636946368,3.7285070105931664,6,5,718.07119837856
767.3813098750177,4.158014693792243,10,0,1559.3541691359446
831.2910490259951,3.7970062683026735,9,3,1197.5121957078736
1126.96771283524,4.98014475880656,2,1,1962.0965900994
1566.370112887908,5.227153059394852,11,0,2808.5583652507016
1623.1098818038313,5.296330779446085,6,0,3097.6173871750075
